;transfer;deepened;optimiser;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;True;True;adam;0.001;500;0.6941166463322664;0.11832460761070251;0.6937078478448678;0.11937172710895538;0.6889881843671749;0.11518324911594391;322.0;379.0;363.0;0.001
1;True;False;adam;0.001;500;0.6573979329688386;0.12670156359672546;0.6549509316838849;0.12251308560371399;0.6528217791886854;0.12513089179992676;1325.0;1215.0;1264.0;0.001
