;transfer;deepened;optimiser;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
99;False;False;adam;0.001;10;0.6494385789103186;0.12244898080825806;0.6459539785302789;0.12715855240821838;0.6459461127757278;0.13343799114227295;181.0;169.0;160.0;0.01
100;True;True;adam;0.001;10;0.6591907650746955;0.12244898080825806;0.6602659008379447;0.11459968239068985;0.6546849616842704;0.11616954207420348;99.0;185.0;198.0;0.001
101;True;False;adam;0.001;10;0.6481079946694606;0.12558870017528534;0.6505946296163406;0.12244898080825806;0.6486419977348303;0.12244898080825806;195.0;133.0;208.0;0.001
102;False;True;adam;0.001;10;0.6606981249020275;0.11773940175771712;0.6506789467024092;0.12558870017528534;0.6587139641284194;0.12244898080825806;94.0;93.0;86.0;0.001
103;False;False;adam;0.001;10;0.6492895310864529;0.12244898080825806;0.6496199754006822;0.1240188404917717;0.6467653984551901;0.1240188404917717;190.0;165.0;184.0;0.001
104;True;True;adam;0.001;10;0.6581018279822692;0.11773940175771712;0.6564998911164432;0.11930926144123075;0.6532333046899673;0.12244898080825806;137.0;105.0;116.0;0.0001
105;True;False;adam;0.001;10;0.6436624087194446;0.12872841954231262;0.6502367735283341;0.12087912112474443;0.6420924697229214;0.13029827177524567;152.0;140.0;207.0;0.0001
106;False;True;adam;0.001;10;0.6578711296550146;0.12087912112474443;0.6501139627895325;0.11773940175771712;0.646496253260638;0.1240188404917717;89.0;93.0;91.0;0.0001
107;False;False;adam;0.001;10;0.6465103863921233;0.12715855240821838;0.6448750720480735;0.13029827177524567;0.6479395413698169;0.12558870017528534;122.0;200.0;205.0;0.0001
108;True;True;adam;0.001;50;0.6689829670091626;0.1240188404917717;0.6791169375789409;0.11930926144123075;0.6700719280557318;0.12087912112474443;162.0;97.0;144.0;0.01
109;True;False;adam;0.001;50;0.6491935926853581;0.12244898080825806;0.6514317813436128;0.1240188404917717;0.6427127808753512;0.13029827177524567;241.0;246.0;293.0;0.01
110;False;True;adam;0.001;50;0.6662966321738586;0.10832025110721588;0.67100882165286;0.10675039142370224;0.6649722987478905;0.12715855240821838;93.0;89.0;123.0;0.01
111;False;False;adam;0.001;50;0.6484508189713375;0.12558870017528534;0.6466919034017685;0.12558870017528534;0.6478254634132565;0.12872841954231262;171.0;269.0;208.0;0.01
112;True;True;adam;0.001;50;0.6531278476048863;0.1240188404917717;0.6672268683906627;0.11930926144123075;0.6644063318730149;0.12558870017528534;162.0;109.0;130.0;0.001
113;True;False;adam;0.001;50;0.6428721435777434;0.12715855240821838;0.6481983059990911;0.1240188404917717;0.6440129434482269;0.12715855240821838;395.0;188.0;230.0;0.001
114;False;True;adam;0.001;50;0.6572736881591461;0.11145997047424316;0.6571855480480044;0.12558870017528534;0.6579293284910253;0.1240188404917717;143.0;91.0;91.0;0.001
115;False;False;adam;0.001;50;0.6442814461851794;0.12558870017528534;0.6501453050077429;0.11616954207420348;0.6436240162168231;0.12872841954231262;224.0;209.0;169.0;0.001
116;True;True;adam;0.001;50;0.6530376027105742;0.1240188404917717;0.6630478460148702;0.1240188404917717;0.6538735008688886;0.12558870017528534;106.0;105.0;134.0;0.0001
117;True;False;adam;0.001;50;0.6465276445099847;0.12244898080825806;0.6460018610841999;0.1240188404917717;0.6422983640965712;0.12872841954231262;256.0;170.0;163.0;0.0001
118;False;True;adam;0.001;50;0.6540399150721132;0.11459968239068985;0.6515224766880976;0.1240188404917717;0.6513559429948708;0.13029827177524567;147.0;96.0;94.0;0.0001
119;False;False;adam;0.001;50;0.6447549676595715;0.12244898080825806;0.6474916494248238;0.11930926144123075;0.6479734477106032;0.12872841954231262;248.0;203.0;329.0;0.0001
120;True;True;adam;0.001;100;0.6721428268745518;0.1240188404917717;0.6671093544181512;0.12087912112474443;0.6775533104990865;0.12715855240821838;106.0;117.0;111.0;0.01
121;True;False;adam;0.001;100;0.6446904175135554;0.12872841954231262;0.6480306646138945;0.12558870017528534;0.646142778815804;0.12872841954231262;263.0;260.0;312.0;0.01
122;False;True;adam;0.001;100;0.6614437750781911;0.11773940175771712;0.6670845388617583;0.11773940175771712;0.6657560560355194;0.11773940175771712;94.0;101.0;101.0;0.01
123;False;False;adam;0.001;100;0.648311935657609;0.12715855240821838;0.6465758879667549;0.12244898080825806;0.6415849996137095;0.13343799114227295;224.0;286.0;293.0;0.01
124;True;True;adam;0.001;100;0.6667766472795508;0.12872841954231262;0.6709402728492462;0.12558870017528534;0.6577273657782299;0.1318681389093399;165.0;119.0;123.0;0.001
125;True;False;adam;0.001;100;0.6431340436733312;0.12715855240821838;0.6488093097505614;0.12558870017528534;0.6399026512163962;0.1318681389093399;237.0;284.0;256.0;0.001
126;False;True;adam;0.001;100;0.653534840190055;0.12087912112474443;0.6624498332688348;0.11930926144123075;0.6554177386607255;0.12558870017528534;93.0;105.0;93.0;0.001
127;False;False;adam;0.001;100;0.6431555396159365;0.1240188404917717;0.6462513734257577;0.12558870017528534;0.6427600112403019;0.1318681389093399;295.0;240.0;261.0;0.001
128;True;True;adam;0.001;100;0.6534929933315918;0.12558870017528534;0.6568451350674711;0.12244898080825806;0.6589044237061984;0.1318681389093399;168.0;121.0;153.0;0.0001
129;True;False;adam;0.001;100;0.645461580536242;0.12558870017528534;0.6510371173756837;0.11930926144123075;0.6437679389769466;0.12715855240821838;250.0;268.0;281.0;0.0001
130;False;True;adam;0.001;100;0.6562249410657718;0.11145997047424316;0.6433071465095508;0.12558870017528534;0.6471317322512437;0.1240188404917717;95.0;99.0;91.0;0.0001
131;False;False;adam;0.001;100;0.6424968357737435;0.12558870017528534;0.6471434912090211;0.1240188404917717;0.6447139074514201;0.12872841954231262;283.0;278.0;290.0;0.0001
132;True;True;adam;0.001;500;0.6869201247508709;0.12244898080825806;0.688895664372287;0.12087912112474443;0.6837962413882162;0.135007843375206;129.0;115.0;123.0;0.01
133;True;False;adam;0.001;500;0.6486976985093001;0.12244898080825806;0.6523151349983934;0.11459968239068985;0.649394868587961;0.12872841954231262;543.0;398.0;356.0;0.01
134;False;True;adam;0.001;500;0.6648261936343446;0.1130298301577568;0.6697350545805327;0.12244898080825806;0.6603445985253602;0.12715855240821838;125.0;122.0;118.0;0.01
135;False;False;adam;0.001;500;0.647944381510257;0.12558870017528534;0.6526716404844489;0.1240188404917717;0.6469253749824955;0.12872841954231262;438.0;433.0;410.0;0.01
136;True;True;adam;0.001;500;0.6679242393659834;0.12872841954231262;0.6857375299537575;0.12715855240821838;0.6702225471216618;0.12715855240821838;121.0;152.0;117.0;0.001
137;True;False;adam;0.001;500;0.646481182549026;0.1240188404917717;0.6470407954939119;0.12558870017528534;0.6451306451620824;0.13029827177524567;477.0;471.0;440.0;0.001
138;False;True;adam;0.001;500;0.6580516079344217;0.1130298301577568;0.6521841072399912;0.1240188404917717;0.6514826442233435;0.12715855240821838;110.0;109.0;108.0;0.001
139;False;False;adam;0.001;500;0.6462016724155312;0.11930926144123075;0.6475194678576064;0.1240188404917717;0.6478533957217889;0.12558870017528534;544.0;475.0;365.0;0.001
140;True;True;adam;0.001;500;0.67203114788798;0.12872841954231262;0.6738541957160554;0.12872841954231262;0.6608072828086242;0.12244898080825806;156.0;143.0;124.0;0.0001
141;True;False;adam;0.001;500;0.6449999225382902;0.12558870017528534;0.6471523091407548;0.1240188404917717;0.643759428331953;0.12558870017528534;418.0;461.0;427.0;0.0001
